ABLA|37.14114,-2.780104
COLMENAR DEL ARROYO|40.41858,-4.198538
COLMENAR VIEJO|40.65895,-3.766043
COLMENAREJO|40.56101,-4.016842
CORPA|40.42489,-3.262723
COSLADA|40.42594,-3.565464
CUBAS DE LA SAGRA|40.1917,-3.837347
DAGANZO DE ARRIBA|40.54481,-3.457924
ESCORIAL (EL)|40.58508,-4.12952
ESTREMERA|40.18403,-3.106115
FRESNEDILLAS DE LA OLIVA|40.48651,-4.172033
FRESNO DE TOROTE|40.59229,-3.41205
FUENLABRADA|40.28387,-3.800329
FUENTE EL SAZ DE JARAMA|40.63877,-3.51129
FUENTIDUEÑA DE TAJO|40.11819,-3.159549
GALAPAGAR|40.57736,-4.00357
GARGANTA DE LOS MONTES|40.92143,-3.689205
GARGANTILLA DEL LOZOYA Y PINILLA DE BUITRAGO|40.96463,-3.718601
GASCONES|41.01809,-3.641817
GETAFE|40.30498,-3.732677
GRIÑON|40.21424,-3.856192
GUADALIX DE LA SIERRA|40.78483,-3.692719
GUADARRAMA|40.67348,-4.090732
HIRUELA (LA)|41.0785,-3.454731
HORCAJO DE LA SIERRA|41.06738,-3.585321
HORCAJUELO DE LA SIERRA|41.06009,-3.54552
HOYO DE MANZANARES|40.62273,-3.90712
HUMANES DE MADRID|40.24954,-3.827206
LEGANES|40.32642,-3.758988
LOECHES|40.38393,-3.409393
LOZOYA|40.9515,-3.791897
LOZOYUELA-NAVAS-SIETEIGLESIAS|40.92643,-3.617723
MADARCOS|41.04731,-3.582663
MADRID|40.41669,-3.700346
MAJADAHONDA|40.47283,-3.872304
MANZANARES EL REAL|40.72705,-3.864914
MECO|40.5542,-3.328439
MEJORADA DEL CAMPO|40.39701,-3.487864
MIRAFLORES DE LA SIERRA|40.81381,-3.766699
MOLAR (EL)|40.73291,-3.582258
MOLINOS (LOS)|40.71456,-4.072706
MONTEJO DE LA SIERRA|41.05928,-3.530301
MORALEJA DE ENMEDIO|40.26033,-3.861412
MORALZARZAL|40.68117,-3.97335
MORATA DE TAJUÑA|40.22751,-3.436966
MOSTOLES|40.32277,-3.865741
NAVACERRADA|40.72893,-4.0151
NAVALAFUENTE|40.82451,-3.673573
NAVALAGAMELLA|40.46916,-4.12338
NAVALCARNERO|40.28781,-4.013766
NAVARREDONDA Y SAN MAMES|40.99078,-3.726047
NAVAS DEL REY|40.38501,-4.250652
NUEVO BAZTAN|40.36552,-3.243183
OLMEDA DE LAS FUENTES|40.36943,-3.221704
ORUSCO DE TAJUÑA|40.28515,-3.208557
PARACUELLOS DE JARAMA|40.50481,-3.53227
PARLA|40.23754,-3.772741
PATONES|40.85573,-3.48511
PEDREZUELA|40.74369,-3.603798
PELAYOS DE LA PRESA|40.35954,-4.334138
PERALES DE TAJUÑA|40.23453,-3.352198
PEZUELA DE LAS TORRES|40.41869,-3.177605
PINILLA DEL VALLE|40.9262,-3.819392
PINTO|40.24454,-3.696013
PIÑUECAR-GANDULLAS|41.03265,-3.599468
POZUELO DE ALARCON|40.4352,-3.813062
POZUELO DEL REY|40.36622,-3.321994
PRADENA DEL RINCON|41.04411,-3.540921
PUEBLA DE LA SIERRA|41.01208,-3.444847
PUENTES VIEJAS|40.99496,-3.550907
QUIJORNA|40.42656,-4.057429
RASCAFRIA|40.90381,-3.879398
REDUEÑA|40.8163,-3.603684
RIBATEJADA|40.6665,-3.392131
RIVAS-VACIAMADRID|40.3297,-3.516941
ROBLEDILLO DE LA JARA|40.95299,-3.525749
ROBLEDO DE CHAVELA|40.50089,-4.238043
ROBREGORDO|41.10658,-3.593292
ROZAS DE MADRID (LAS)|40.31007,-4.490765
ROZAS DE PUERTO REAL|40.31007,-4.490765
SAN AGUSTIN DEL GUADALIX|40.67867,-3.615861
SAN FERNANDO DE HENARES|40.42553,-3.536694
SAN LORENZO DE EL ESCORIAL|40.59167,-4.149123
SAN MARTIN DE LA VEGA|40.2078,-3.568544
SAN MARTIN DE VALDEIGLESIAS|40.36174,-4.397521
SAN SEBASTIAN DE LOS REYES|40.54751,-3.626394
SANTA MARIA DE LA ALAMEDA|40.5957,-4.257937
SANTORCAZ|40.47216,-3.233114
SANTOS DE LA HUMOSA (LOS)|40.50191,-3.254799
SERNA DEL MONTE (LA)|41.02979,-3.625026
SERRANILLOS DEL VALLE|40.20465,-3.885819
SEVILLA LA NUEVA|40.34781,-4.027501
SOMOSIERRA|41.13312,-3.581837
SOTO DEL REAL|40.75428,-3.783356
TALAMANCA DE JARAMA|40.74688,-3.513244
TIELMES|40.24457,-3.314466
TITULCIA|40.13673,-3.570501
TORREJON DE ARDOZ|40.4589,-3.479771
TORREJON DE LA CALZADA|40.20154,-3.798929
TORREJON DE VELASCO|40.18713,-3.778751
TORRELAGUNA|40.82785,-3.538488
TORRELODONES|40.57628,-3.929452
TORREMOCHA DE JARAMA|40.83705,-3.494407
TORRES DE LA ALAMEDA|40.40473,-3.360132
TRES CANTOS|40.59907,-3.712258
VALDARACETE|40.21115,-3.194556
VALDEAVERO|40.63099,-3.332983
VALDELAGUNA|40.16192,-3.367249
VALDEMANCO|40.87252,-3.662956
VALDEMAQUEDA|40.51147,-4.295926
VALDEMORILLO|40.50208,-4.065841
VALDEMORO|40.19269,-3.679874
VALDEOLMOS-ALALPARDO|40.62949,-3.475017
VALDEPIELAGOS|40.76059,-3.465914
VALDETORRES DE JARAMA|40.69559,-3.514251
VALDILECHA|40.29548,-3.303884
VALVERDE DE ALCALA|40.41972,-3.298921
VELILLA DE SAN ANTONIO|40.36703,-3.488029
VELLON (EL)|40.76603,-3.582034
VENTURADA|40.79869,-3.622139
VILLA DEL PRADO|40.27678,-4.305642
VILLACONEJOS|40.10424,-3.484903
VILLALBILLA|40.43228,-3.298869
VILLAMANRIQUE DE TAJO|40.06812,-3.240428
VILLAMANTA|40.29961,-4.110051
VILLAMANTILLA|40.33805,-4.13056
VILLANUEVA DE LA CAÑADA|40.44681,-4.005355
VILLANUEVA DE PERALES|40.34705,-4.101031
VILLANUEVA DEL PARDILLO|40.49063,-3.964322
VILLAR DEL OLMO|40.33669,-3.235551
VILLAREJO DE SALVANES|40.16873,-3.275975
VILLAVICIOSA DE ODON|40.3571,-3.90059
VILLAVIEJA DEL LOZOYA|41.00592,-3.671118
ZARZALEJO|40.54749,-4.181604
ABANILLA|38.20628,-1.043499
ABARAN|38.20514,-1.397181
AGUILAS|37.4038,-1.581161
ALBUDEITE|38.02719,-1.384766
ALCANTARILLA|37.97068,-1.218209
ALCAZARES (LOS)|37.74362,-0.8498135
ALEDO|37.79744,-1.573683
ALGUAZAS|38.04954,-1.24202
ALHAMA DE MURCIA|37.85101,-1.424666
ARCHENA|38.11435,-1.297061
BENIEL|38.04591,-1.001894
BLANCA|38.1792,-1.376201
BULLAS|38.04808,-1.670956
CALASPARRA|38.22923,-1.701833
CAMPOS DEL RIO|38.04043,-1.351669
CARAVACA DE LA CRUZ|38.10899,-1.866033
CARTAGENA|37.60565,-0.9912944
CEHEGIN|38.09269,-1.798522
CEUTI|38.07917,-1.272099
CIEZA|38.23907,-1.418767
FORTUNA|38.18111,-1.12821
FUENTE ALAMO DE MURCIA|37.72334,-1.166995
JUMILLA|38.47595,-1.322032
LIBRILLA|37.88795,-1.353289
LORCA|37.67131,-1.698792
LORQUI|38.08183,-1.254943
MAZARRON|37.59907,-1.313669
MOLINA DE SEGURA|38.05092,-1.210992
MORATALLA|38.18645,-1.890504
MULA|38.04056,-1.486329
MURCIA|37.98344,-1.12989
OJOS|38.14525,-1.343079
PLIEGO|37.99001,-1.506185
PUERTO LUMBRERAS|37.56221,-1.810215
RICOTE|38.15238,-1.367112
SAN JAVIER|37.80569,-0.8345491
SAN PEDRO DEL PINATAR|37.83504,-0.7915859
SANTOMERA|38.05997,-1.047485
TORRE-PACHECO|37.74428,-0.9536195
TORRES DE COTILLAS (LAS)|38.02786,-1.240312
TOTANA|37.77124,-1.501004
ULEA|38.13988,-1.329861
UNION (LA)|37.61675,-0.8800824
VILLANUEVA DEL RIO SEGURA|38.13569,-1.324307
YECLA|38.61524,-1.118017
ABAIGAR|42.64694,-2.143441
ABARZUZA|42.72641,-2.022548
ABAURREGAINA/ABAURREA ALTA|42.90345,-1.207954
ABAURREPEA/ABAURREA BAJA|42.90345,-1.207954
ABERIN|42.61907,-2.007192
ABLITAS|41.97364,-1.638694
ADIOS|42.68629,-1.735999
AGUILAR DE CODES|42.61294,-2.389456
AIBAR/OIBAR|42.59235,-1.359912
ALLIN|42.70855,-2.076739
ALLO|42.5673,-2.019259
ALTSASU/ALSASUA|42.89522,-2.168797
AMESCOA BAJA|42.8045,-2.141833
ANCIN|42.65845,-2.19008
ANDOSILLA|42.37699,-1.942034
AÑORBE|42.65805,-1.714662
ANSOAIN|42.83389,-1.638431
ANUE|42.979,-1.589
AOIZ/AGOITZ|42.78579,-1.36801
ARAITZ|43.06558,-2.006245
ARAKIL|42.917,-1.861
ARANARACHE|42.77942,-2.228781
ARANGUREN|42.78961,-1.535561
ARANO|43.19917,-1.89433
ARANTZA|43.19677,-1.72578
ARAS|42.5625,-2.35474
ARBIZU|42.9155,-2.039817
ARCE/ARTZI|42.922,-1.383022
ARCOS (LOS)|42.5709,-2.193216
ARELLANO|42.60604,-2.046877
ARESO|43.08125,-1.950692
ARGUEDAS|42.17671,-1.598272
ARIA|42.95305,-1.265776
ARIBE|42.94472,-1.264723
ARMAÑANZAS|42.55992,-2.28525
ARRONIZ|42.589,-2.091314
ARRUAZU|42.92223,-2.000009
ARTAJONA|42.59125,-1.764497
ARTAZU|42.69187,-1.838678
ATEZ|42.9398,-1.709411
AURITZ/BURGUETE|42.98929,-1.335345
AYEGUI|42.65673,-2.038433
AZAGRA|42.30789,-1.894474
AZUELO|42.60846,-2.349251
BAKAIKU|42.89249,-2.102132
BARAÑAIN|42.80492,-1.685519
BARASOAIN|42.60348,-1.646459
BARBARIN|42.60233,-2.102242
BARGOTA|42.56128,-2.311974
BARILLAS|41.97106,-1.662919
BASABURUA|43.02667,-1.779444
BAZTAN|43.2,-1.467
BEINTZA-LABAIEN|43.08728,-1.742534
BEIRE|42.45412,-1.621434
BELASCOAIN|42.75615,-1.8325
BERA/VERA DE BIDASOA|43.28069,-1.682699
BERBINZANA|42.52661,-1.834007
BERIAIN|42.7338,-1.645333
BERRIOPLANO|42.85239,-1.692535
BERRIOZAR|42.83624,-1.67493
BERTIZARANA|43.13411,-1.627507
BETELU|43.02534,-1.980945
BIDAURRETA|42.77467,-1.836097
BIURRUN-OLCOZ|42.69229,-1.678763
BUÑUEL|41.98046,-1.443253
BURGUI/BURGI|42.72029,-1.00419
BURLADA/BURLATA|42.826,-1.615548
BUSTO (EL)|42.55075,-2.243561
CABANILLAS|42.03139,-1.525195
CABREDO|42.62925,-2.413018
CADREITA|42.21754,-1.695602
CAPARROSO|42.34153,-1.649788
CARCAR|42.39011,-1.971613
CARCASTILLO|42.3798,-1.444428
CASCANTE|41.99897,-1.679192
CASEDA|42.52327,-1.367427
CASTEJON|42.16784,-1.690636
CASTILLONUEVO|42.67852,-1.044187
CENDEA DE OLZA/OLTZA ZENDEA|42.80423,-1.694407
CINTRUENIGO|42.08046,-1.805008
CIRAUQUI|42.67577,-1.891569
CIRIZA|42.79063,-1.826934
CIZUR|42.78771,-1.676974
CORELLA|42.11428,-1.784595
CORTES|41.91969,-1.421934
DESOJO|42.58708,-2.273536
DICASTILLO|42.59589,-2.028451
DONAMARIA|43.11666,-1.666667
DONEZTEBE/SANTESTEBAN|43.13093,-1.668722
ECHARRI|42.78057,-1.826431
EGÜES|42.82426,-1.552572
ELGORRIAGA|43.13913,-1.688063
ENERIZ|42.67083,-1.728613
ERATSUN|43.08351,-1.796789
ERGOIENA|42.87528,-2.023889
ERRO|42.94243,-1.447209
ESLAVA|42.5647,-1.458623
ESPARZA DE SALAZAR/ESPARTZA ZARAITZU|42.85387,-1.100172
ESPRONCEDA|42.59675,-2.305045
ESTELLA/LIZARRA|42.67093,-2.031197
ESTERIBAR|42.95,-1.533333
ETAYO|42.61776,-2.155921
ETXALAR|43.23387,-1.637286
ETXARRI-ARANATZ|42.90774,-2.064756
ETXAURI|42.7942,-1.791637
EULATE|42.77654,-2.208038
EZCABARTE|42.851,-1.621
EZCAROZ/EZKAROZE|42.88765,-1.097649
EZKURRA|43.08465,-1.82525
EZPROGUI|42.58333,-1.416667
FALCES|42.38772,-1.794073
FITERO|42.05658,-1.857999
FONTELLAS|42.02809,-1.57567
FUNES|42.31392,-1.802981
FUSTIÑANA|42.0199,-1.486246
GALAR|42.76156,-1.699125
GALLIPIENZO|42.52393,-1.409592
GALLUES/GALOZE|42.78402,-1.095836
GARAIOA|42.92982,-1.244181
GARDE|42.78862,-0.924175
GARINOAIN|42.60081,-1.644067
GARRALDA|42.94818,-1.286497
GENEVILLA|42.64478,-2.391769
GOIZUETA|43.17105,-1.864216
GOÑI|42.85199,-1.903221
GÜESA/GORZA|42.80645,-1.095125
GUESALAZ|42.75,-1.917
GUIRGUILLANO|42.71777,-1.877828
HIRIBERRI/VILLANUEVA DE AEZKOA|42.94518,-1.23044
HUARTE/UHARTE|42.83154,-1.590709
IBARGOITI|42.68056,-1.467222
IGANTZI|43.22575,-1.699339
IGUZQUIZA|42.64522,-2.084984
IMOTZ|42.967,-1.783
IRAÑETA|42.9229,-1.945243
IRURTZUN|42.91966,-1.8282
ISABA/IZABA|42.86159,-0.9234196
ITUREN|43.12894,-1.707117
ITURMENDI|42.88948,-2.118865
IZA|42.83689,-1.729486
IZAGAONDOA|42.753,-1.421
IZALZU/ITZALTZU|42.91353,-1.053661
JAURRIETA|42.88721,-1.136416
JAVIER|42.59081,-1.20881
JUSLAPEÑA|42.89875,-1.694989
LAKUNTZA|42.92131,-2.023261
LANA|42.706,-2.247
LANTZ|42.9982,-1.620193
LAPOBLACION|42.60503,-2.459554
LARRAGA|42.55874,-1.848682
LARRAONA|42.77948,-2.25731
LARRAUN|42.9934,-1.939244
LAZAGURRIA|42.4927,-2.24049
LEACHE|42.60708,-1.40691
LEGARDA|42.71169,-1.772264
LEGARIA|42.64911,-2.173456
LEITZA|43.07879,-1.914608
LEKUNBERRI|43.0013,-1.891916
LEOZ|42.64524,-1.519539
LERGA|42.56644,-1.500859
LERIN|42.48297,-1.972567
LESAKA|43.24679,-1.703853
LEZAUN|42.77801,-1.994227
LIEDENA|42.6189,-1.275538
LIZOAIN|42.79815,-1.467238
LODOSA|42.42459,-2.078364
LONGUIDA/LONGIDA|42.75722,-1.385556
LUMBIER|42.65289,-1.307247
LUQUIN|42.61172,-2.099288
LUZAIDE/VALCARLOS|43.09192,-1.302452
MAÑERU|42.66977,-1.86277
MARAÑON|42.62965,-2.439308
MARCILLA|42.32644,-1.739259
MELIDA|42.35847,-1.548073
MENDAVIA|42.44454,-2.2009
MENDAZA|42.64162,-2.234998
MENDIGORRIA|42.62843,-1.835484
METAUTEN|42.67667,-2.129596
MILAGRO|42.24124,-1.763065
MIRAFUENTES|42.62218,-2.278983
MIRANDA DE ARGA|42.48354,-1.82951
MONREAL|42.70464,-1.506409
MONTEAGUDO|41.96272,-1.692299
MORENTIN|42.61279,-2.013619
MUES|42.60636,-2.226478
MURCHANTE|42.03039,-1.653715
MURIETA|42.65601,-2.154553
MURILLO EL CUENDE|42.3978,-1.629983
MURILLO EL FRUTO|42.3926,-1.461822
MURUZABAL|42.68972,-1.770907
NAVASCUES|42.71852,-1.116588
NAZAR|42.63671,-2.279646
NOAIN (VALLE DE ELORZ)/NOAIN (ELORTZIBAR)|42.7599,-1.633801
OBANOS|42.67956,-1.785792
OCHAGAVIA/OTSAGABIA|42.90578,-1.090726
OCO|42.63827,-2.164585
ODIETA|42.94,-1.638
OITZ|43.10935,-1.685726
OLAIBAR|42.886,-1.603
OLAZTI/OLAZAGUTIA|42.87633,-2.197067
OLEJUA|42.62326,-2.141197
OLITE|42.48148,-1.651641
OLLO|42.86711,-1.858877
OLORIZ|42.63547,-1.612838
ORBAITZETA|42.97443,-1.2294
ORBARA|42.96646,-1.241657
ORISOAIN|42.60114,-1.603631
ORKOIEN|42.8228,-1.702052
ORONZ/ORONTZE|42.86818,-1.096854
OROZ-BETELU|42.89537,-1.304438
ORREAGA/RONCESVALLES|43.00944,-1.319766
OTEIZA|42.61991,-1.95315
PAMPLONA/IRUÑA|42.81721,-1.646767
PERALTA|42.33884,-1.797463
PETILLA DE ARAGON|42.46149,-1.092859
PIEDRAMILLERA|42.63192,-2.203634
PITILLAS|42.422,-1.622338
PUENTE LA REINA/GARES|42.67213,-1.815331
PUEYO|42.56591,-1.647855
RIBAFORADA|41.99684,-1.511305
ROMANZADO|42.68146,-1.231362
RONCAL/ERRONKARI|42.80754,-0.9558963
SADA|42.58585,-1.397875
SALDIAS|43.08857,-1.781005
SALINAS DE ORO|42.77519,-1.88998
SAN ADRIAN|42.33271,-1.933409
SAN MARTIN DE UNX|42.52383,-1.561407
SANGÜESA/ZANGOZA|42.57694,-1.285476
SANSOL|42.55363,-2.267601
SANTACARA|42.37534,-1.553171
SARRIES/SARTZE|42.83516,-1.100333
SARTAGUDA|42.38142,-2.058642
SESMA|42.4778,-2.083364
SORLADA|42.61526,-2.215357
SUNBILLA|43.16499,-1.67044
TAFALLA|42.53033,-1.674269
TIEBAS-MURUARTE DE RETA|42.69312,-1.640636
TIRAPU|42.65747,-1.702654
TORRALBA DEL RIO|42.60806,-2.331271
TORRES DEL RIO|42.55206,-2.271269
TUDELA|42.06388,-1.605718
TULEBRAS|41.97674,-1.676432
UCAR|42.67572,-1.706602
UHARTE-ARAKIL|42.92068,-1.969659
UJUE|42.50721,-1.499354
ULTZAMA|43,-1.678056
UNCITI|42.74726,-1.502249
UNZUE|42.65227,-1.625873
URDAZUBI/URDAX|43.26653,-1.503896
URDIAIN|42.88711,-2.136436
URRAUL ALTO|42.77569,-1.247821
URRAUL BAJO|42.714,-1.323
URROTZ|43.10044,-1.707319
URROZ-VILLA|42.77863,-1.458369
URZAINQUI/URZAINKI|42.83205,-0.9444442
UTERGA|42.71005,-1.75952
UZTARROZ/UZTARROZE|42.89209,-0.940819
VALLE DE YERRI/DEIERRI|42.71667,-2
VALTIERRA|42.19593,-1.63384
VIANA|42.51513,-2.371608
VIDANGOZ/BIDANKOZE|42.80064,-1.014815
VILLAFRANCA|42.2793,-1.750145
VILLAMAYOR DE MONJARDIN|42.6288,-2.104801
VILLATUERTA|42.6594,-1.993951
VILLAVA/ATARRABIA|42.83096,-1.608811
YESA|42.6195,-1.203681
ZABALZA|42.77918,-1.798546
ZIORDIA|42.87082,-2.228952
ZIZUR MAYOR/ZIZUR NAGUSIA|42.7868,-1.690832
ZUBIETA|43.12394,-1.742113
ZUGARRAMURDI|43.26936,-1.541245
ZUÑIGA|42.69436,-2.302436
ALEGRIA-DULANTZI|42.84149,-2.513507
AMURRIO|43.05265,-3.001022
AÑANA|42.80235,-2.982607
ARAMAIO|43.054,-2.566
ARMIÑON|42.72305,-2.872574
ARRAIA-MAEZTU|42.73981,-2.44598
ARRAZUA-UBARRUNDIA|42.89028,-2.639167
ARTZINIEGA|43.1222,-3.128209
ASPARRENA|42.89567,-2.321
AYALA/AIARA|43.08333,-3.063056
BAÑOS DE EBRO/MAÑUETA|42.53029,-2.679144
BARRUNDIA|42.91669,-2.491817
BERANTEVILLA|42.68245,-2.860401
BERNEDO|42.62669,-2.497532
CAMPEZO/KANPEZU|42.69194,-2.37
ELBURGO/BURGELU|42.84956,-2.544762
ELCIEGO|42.51507,-2.618277
ELVILLAR/BILAR|42.5705,-2.544915
ERRIBERAGOITIA/RIBERA ALTA|42.71577,-2.968477
HARANA/VALLE DE ARANA|42.75673,-2.321858
IRUÑA OKA/IRUÑA DE OCA|42.81917,-2.807778
IRURAIZ-GAUNA|42.82207,-2.495043
KRIPAN|42.59167,-2.516079
KUARTANGO|42.87139,-2.885556
LABASTIDA/BASTIDA|42.59042,-2.793166
LAGRAN|42.6264,-2.58382
LAGUARDIA|42.55428,-2.584237
LANCIEGO/LANTZIEGO|42.56262,-2.513204
LANTARON|42.75667,-2.987556
LAPUEBLA DE LABARCA|42.49467,-2.575167
LAUDIO/LLODIO|43.14333,-2.962985
LEGUTIANO|42.97782,-2.642724
LEZA|42.56607,-2.633635
MOREDA DE ALAVA|42.52802,-2.40767
NAVARIDAS|42.54517,-2.624532
OKONDO|43.16222,-3.018889
OYON-OION|42.50614,-2.436965
PEÑACERRADA-URIZAHARRA|42.6441,-2.713375
RIBERA BAJA/ERRIBERA BEITIA|42.71267,-2.918541
SALVATIERRA/AGURAIN|42.85244,-2.389455
SAMANIEGO|42.56983,-2.680185
SAN MILLAN/DONEMILIAGA|42.87472,-2.376111
URKABUSTAIZ|42.97194,-2.922222
VALDEGOVIA/GAUBEA|42.85,-3.1
VILLABUENA DE ALAVA/ESKUERNAGA|42.54872,-2.665456
VITORIA-GASTEIZ|42.84641,-2.667893
YECORA/IEKORA|42.5693,-2.470064
ZALDUONDO|42.88563,-2.347254
ZAMBRANA|42.65998,-2.879353
ZIGOITIA|42.9682,-2.7183
ZUIA|42.98167,-2.844
ABALTZISKETA|43.04758,-2.105388
ADUNA|43.20379,-2.050079
AIA|43.23692,-2.149008
AIZARNAZABAL|43.25541,-2.236461
ALBIZTUR|43.12972,-2.13718
ALEGIA|43.10002,-2.096273
ALKIZA|43.17244,-2.109436
ALTZAGA|43.06449,-2.153833
ALTZO|43.10007,-2.083905
AMEZKETA|43.04452,-2.083235
ANDOAIN|43.22048,-2.021122
ANOETA|43.16147,-2.070695
ANTZUOLA|43.09944,-2.381747
ARAMA|43.06364,-2.165558
ARETXABALETA|43.03625,-2.504542
ARRASATE/MONDRAGON|43.06451,-2.487716
ASTEASU|43.1952,-2.097548
ASTIGARRAGA|43.28065,-1.94756
ATAUN|43,-2.166667
AZKOITIA|43.1782,-2.31164
AZPEITIA|43.1839,-2.265466
BALIARRAIN|43.06931,-2.129235
BEASAIN|43.04708,-2.204605
BEIZAMA|43.13419,-2.200113
BELAUNTZA|43.13528,-2.050705
BERASTEGI|43.12403,-1.979426
BERGARA|43.11822,-2.413358
BERROBI|43.14548,-2.026374
BIDEGOIAN|43.13968,-2.169585
DEBA|43.29556,-2.353894
DONOSTIA-SAN SEBASTIAN|43.32074,-1.984421
EIBAR|43.18418,-2.473289
ELDUAIN|43.14071,-2.000488
ELGETA|43.13657,-2.487392
ELGOIBAR|43.21519,-2.415703
ERRENTERIA|43.31275,-1.899633
ERREZIL|43.16467,-2.173594
ESKORIATZA|43.01707,-2.52698
EZKIO-ITSASO|43.08194,-2.274167
GABIRIA|43.04969,-2.279856
GAINTZA|43.05263,-2.13237
GAZTELU|43.11658,-2.022278
GETARIA|43.30326,-2.204363
HERNANI|43.26755,-1.975814
HERNIALDE|43.15447,-2.085025
HONDARRIBIA|43.36253,-1.791498
IBARRA|43.054,-2.566
IDIAZABAL|43.01178,-2.234214
IKAZTEGIETA|43.09496,-2.1239
IRUN|43.33823,-1.789272
IRURA|43.16569,-2.069617
ITSASONDO|43.06693,-2.167393
LARRAUL|43.18774,-2.102534
LASARTE-ORIA|43.26746,-2.020169
LAZKAO|43.03432,-2.187379
LEABURU|43.12498,-2.052106
LEGAZPI|43.05436,-2.333641
LEGORRETA|43.08579,-2.150909
LEINTZ-GATZAGA|42.98711,-2.568626
LEZO|43.32113,-1.898775
LIZARTZA|43.10372,-2.034254
MENDARO|43.26417,-2.3755
MUTILOA|43.02238,-2.272826
MUTRIKU|43.30707,-2.385083
OIARTZUN|43.29928,-1.857874
OLABERRIA|43.02708,-2.203089
OÑATI|43.03289,-2.411348
ORDIZIA|43.0542,-2.178116
ORENDAIN|43.07972,-2.11429
OREXA|43.09388,-2.011392
ORIO|43.27832,-2.126597
ORMAIZTEGI|43.04274,-2.255848
PASAIA|43.32528,-1.921111
SEGURA|43.00922,-2.252519
SORALUZE/PLACENCIA DE LAS ARMAS|43.17543,-2.412494
TOLOSA|43.13698,-2.073914
URNIETA|43.2482,-1.990517
URRETXU|43.09228,-2.314383
USURBIL|43.27138,-2.049934
VILLABONA|43.18995,-2.052454
ZALDIBIA|43.03796,-2.150894
ZARAUTZ|43.28036,-2.171588
ZEGAMA|42.97568,-2.290072
ZERAIN|43.01212,-2.274118
ZESTOA|43.23944,-2.258113
ZIZURKIL|43.19952,-2.074074
ZUMAIA|43.29726,-2.256849
ZUMARRAGA|43.09048,-2.31322
ABADIÑO|43.15,-2.610278
ABANTO Y CIERVANA-ABANTO ZIERBENA|43.31688,-3.087678
AJANGIZ|43.301,-2.671
ALONSOTEGI|43.24519,-2.988702
AMOREBIETA-ETXANO|43.2205,-2.733236
AMOROTO|43.3285,-2.5125
ARAKALDO|43.14955,-2.925086
ARANTZAZU|43.1529,-2.79043
AREATZA|43.12108,-2.767771
ARRANKUDIAGA|43.1735,-2.917886
ARRATZU|43.31167,-2.638611
ARRIETA|43.34036,-2.769799
ARRIGORRIAGA|43.20752,-2.887839
ARTEA|43.13372,-2.784141
ARTZENTALES|43.24055,-3.241389
ATXONDO|43.13034,-2.585079
AULESTI|43.29609,-2.563355
BAKIO|43.42778,-2.811389
BALMASEDA|43.19287,-3.196942
BARAKALDO|43.29683,-2.985259
BARRIKA|43.40638,-2.962425
BASAURI|43.23333,-2.883333
BEDIA|43.20937,-2.804965
BERANGO|43.3659,-2.996356
BERMEO|43.42042,-2.722158
BERRIATUA|43.31667,-2.466667
BERRIZ|43.18817,-2.593
BILBAO|43.25696,-2.923441
BUSTURIA|43.383,-2.697
DERIO|43.302,-2.881833
DIMA|43.14339,-2.751464
DURANGO|43.16907,-2.632655
EA|43.38013,-2.585593
ELANTXOBE|43.40342,-2.6398
ELORRIO|43.13039,-2.542155
ERANDIO|43.30746,-2.946418
EREÑO|43.35695,-2.621667
ERMUA|43.18664,-2.502607
ERRIGOITI|43.31871,-2.725344
ETXEBARRI|43.24718,-2.890139
ETXEBARRIA|43.25415,-2.477354
FORUA|43.33371,-2.678589
FRUIZ|43.32889,-2.783333
GALDAKAO|43.23056,-2.845833
GALDAMES|43.266,-3.094
GAMIZ-FIKA|43.31173,-2.810701
GARAI|43.19472,-2.609722
GATIKA|43.36389,-2.871944
GAUTEGIZ ARTEAGA|43.3531,-2.650985
GERNIKA-LUMO|43.31707,-2.678975
GETXO|43.36229,-3.012567
GIZABURUAGA|43.33222,-2.536111
GORDEXOLA|43.17989,-3.071129
GORLIZ|43.41667,-2.933333
GÜEÑES|43.21032,-3.095317
IBARRANGELU|43.39022,-2.633802
IGORRE|43.16583,-2.776111
ISPASTER|43.36295,-2.544635
IURRETA|43.1767,-2.633777
IZURTZA|43.15227,-2.641978
KARRANTZA HARANA/VALLE DE CARRANZA|43.22528,-3.359444
KORTEZUBI|43.33598,-2.654319
LANESTOSA|43.22117,-3.439148
LARRABETZU|43.26097,-2.796175
LAUKIZ|43.35333,-2.906111
LEIOA|43.3261,-2.987704
LEKEITIO|43.36551,-2.503344
LEMOA|43.20876,-2.774117
LEMOIZ|43.41324,-2.902253
LEZAMA|43.27217,-2.832167
LOIU|43.315,-2.938333
MALLABIA|43.18965,-2.529969
MAÑARIA|43.13749,-2.661135
MARKINA-XEMEIN|43.2706,-2.497155
MARURI-JATABE|43.38277,-2.874989
MEÑAKA|43.36446,-2.801795
MENDATA|43.28333,-2.633333
MENDEXA|43.34639,-2.483333
MORGA|43.29793,-2.752739
MUNDAKA|43.40733,-2.698322
MUNGIA|43.35441,-2.846714
MUNITIBAR-ARBATZEGI GERRIKAITZ|43.26533,-2.591845
MURUETA|43.35446,-2.684153
MUSKIZ|43.31667,-3.116667
MUXIKA|43.28967,-2.692941
NABARNIZ|43.3216,-2.5844
ONDARROA|43.3207,-2.420475
